,ID,Name,active,Product Type,Sale Price,Cost,Barcode,Description
232,PA_00232,Beets,True,Stockable Product,0.0,nan,00232_20161111,Beets (25lb) __  Produce of U.S.A.
233,PA_00233,BF,True,Stockable Product,0.0,nan,00233_20161111,Banana Flower (30lb) ___ Produce of Mexico
234,PA_00234,Bittermelon Leaf,False,Stockable Product,0.0,0.0,00234_20161111,Bittermelon Leaf (15lbs) ___ Produce of U.S.A
235,PA_00235,Black Plum,True,Stockable Product,0.0,0.0,00235_20161111,Black Plum (28lb) ___ Produce of U.S.A
236,PA_00236,BM,True,Stockable Product,0.0,0.0,00236_20161111,Bitter Melon (30lb)  __  Produce of U.S.A
237,PA_00237,BMB,False,Stockable Product,0.0,0.0,00237_20161111,Bitter Melon(30lb)___ Produce Of U.S.A
238,PA_00238,BMI,True,Stockable Product,0.0,nan,00238_20161111,Indian Bittermelom (30lb) ____  Produce of U.S.A.
239,PA_00239,BMW,True,Stockable Product,0.0,0.0,00239_20161111,White Bitter Melon  (35lbs) ____
240,PA_00240,BNT,True,Stockable Product,0.0,0.0,00240_20161111,Thai Banana (35lb) Produce of Mexico
241,PA_00241,Bok Choy 50lb,True,Stockable Product,0.0,0.0,00241_20161111,Bok Choy (50lb) __ Produce of U.S.A.
242,PA_00242,Bok Choy Long (Jr),False,Stockable Product,0.0,0.0,00242_20161111,Bok Choy Long Jr (25lb) ____ produce of U.S.A
243,PA_00243,BPG,True,Stockable Product,0.0,nan,00243_20161111,Green Bell Pepper (25lb) __ Produce of U.S.A
244,PA_00244,BPR,True,Stockable Product,0.0,nan,00244_20161111,Red Bell Pepper (25lb) __ Produce of U.S.A
245,PA_00245,BPY,True,Stockable Product,0.0,nan,00245_20161111,Yellow Bell Pepper (25lb) __ Produce of U.S.A
246,PA_00246,BROC,True,Stockable Product,0.0,nan,00246_20161111,Broccoli Crown Asia Cut (20-25lb) ___   Produce of U.S.A
247,PA_00247,Burro banana,False,Stockable Product,0.0,0.0,00247_20161111,Burro banana (case)
248,PA_00248,CAB,True,Stockable Product,0.0,nan,00248_20161111,Cabbage Jumbo (24ct) ___ Produce of U.S.A
249,PA_00249,CABR,True,Stockable Product,0.0,0.0,00249_20161111,Cabbage Red (24ct) ___ Produce of U.S.A.
250,PA_00250,CABT,True,Stockable Product,0.0,0.0,00250_20161111,Korean Cabbage (40lb) _____ Produce of U.S.A
251,PA_00251,Cantaloupes,True,Stockable Product,0.0,0.0,00251_20161111,Cantaloupes (12ct)___
252,PA_00252,CAR25,True,Stockable Product,0.0,nan,00252_20161111,Carrot Jumbo (25lb) ___ Produce of U.S.A
253,PA_00253,Carrot (SARLA),False,Stockable Product,0.0,0.0,00253_20161111,Carrot (SARLA)
254,PA_00254,CAU12,True,Stockable Product,0.0,0.0,00254_20161111,Cauliflower (12ct) ___ Produce of U.S.A
255,PA_00255,CAUC,True,Stockable Product,0.0,nan,00255_20161111,Cauliflower (35lb) Produce of China.
256,PA_00256,CC,True,Stockable Product,0.0,nan,00256_20161111,Ching Chang (30lb) ___ Produce of U.S.A
257,PA_00257,CCEL,True,Stockable Product,0.0,nan,00257_20161111,Chinese Celery (30lb) __ Produce of U.S.A
258,PA_00258,CCJ,True,Stockable Product,0.0,nan,00258_20161111,Ching Chang Jr (20lb) ___ Produce of U.S.A
259,PA_00259,CCS,True,Stockable Product,0.0,nan,00259_20161111,Ching Chang Sum (25-30lb) ___ Produce of U.S.A.
260,PA_00260,CE,False,Stockable Product,0.0,0.0,00260_20161111,English Cucumber
261,PA_00261,CEL,True,Stockable Product,0.0,nan,00261_20161111,Celery (24ct) __ Produce of U.S.A
262,PA_00262,Century Pear,False,Stockable Product,0.0,0.0,00262_20161111,Century Pear (24-36ct) ___  Produce of U.S.A.
263,PA_00263,CHA,True,Stockable Product,0.0,nan,00263_20161111,Chayote (40lb) ___ Produce of U.S.A.
264,PA_00264,CHEC,True,Stockable Product,0.0,0.0,00264_20161111,Chestnut (55lb)  __ Product of China
265,PA_00265,CHEK,True,Stockable Product,0.0,nan,00265_20161111,Chestnut (55lb) __ Produce of Korean
266,PA_00266,CHER,False,Stockable Product,0.0,0.0,00266_20161111,Cherimoya Loose (cs) __ Produce of U.S.A.
267,PA_00267,Cherry,False,Stockable Product,0.0,0.0,00267_20161111,Cherry(18LB)(9.5LAW)__
268,PA_00268,Cherry(YELLOW),False,Stockable Product,0.0,0.0,00268_20161111,Cherry(Yellow) 12pl/1.25lbs(10.5Row)~15lbs__
269,PA_00269,Chestnut(BABY),True,Stockable Product,0.0,0.0,00269_20161111,Baby Chestnut (20lb)/gunny bag
270,PA_00270,CHIA,True,Stockable Product,0.0,0.0,00270_20161111,Anaheim Chili (24lb) Produce of Mexico
271,PA_00271,CHIF,True,Stockable Product,0.0,0.0,00271_20161111,Red Fresno Pepper (10lb) _______ Produce of Mexico
272,PA_00272,CHIL,True,Stockable Product,0.0,0.0,00272_20161111,Korean Chili (20lb) ____ Produce of Mexico
273,PA_00273,Chinese Celery(white),False,Stockable Product,0.0,0.0,00273_20161111,Chinese Celery(white) 30lbs ___ Produce of U.S.A.
274,PA_00274,CHIT,True,Stockable Product,0.0,nan,00274_20161111,Twist Chili (25lb) ___ Produce of Mexico
275,PA_00275,CHITG,True,Stockable Product,0.0,0.0,00275_20161111,Thai Chili Green (30lb) _____ Produce of U.S.A
276,PA_00276,CHITM,True,Stockable Product,0.0,nan,00276_20161111,Thai Chili Mix (30lb) ____ Produce of U.S.A.
277,PA_00277,CHITR,True,Stockable Product,0.0,nan,00277_20161111,Thai Chili Red (30lb) _____ Produce of U.S.A
278,PA_00278,CIL30,False,Stockable Product,0.0,nan,00278_20161111,Cilantro (30ct) __ Produce of U.S.A
279,PA_00279,CIL60,True,Stockable Product,0.0,nan,00279_20161111,Cilantro (60ct) __ Produce of U.S.A
280,PA_00280,CJ,True,Stockable Product,0.0,nan,00280_20161111,Japanese Cucumber (10lb) ____  Produce of U.S.A
281,PA_00281,CLK,False,Stockable Product,0.0,nan,00281_20161111,Chinese Young Leek (30lb) ____ Produce of U.S.A
282,PA_00282,COC,True,Stockable Product,0.0,nan,00282_20161111,Coconut (9ct) __ Produce of Thailand
283,PA_00283,COCD,True,Stockable Product,0.0,0.0,00283_20161111,Dry coconut (20ct) ___ Produce of Mexico
284,PA_00284,COCF,True,Stockable Product,0.0,nan,00284_20161111,Fresh Coconut (20ct) ____ Produce of Mexico
285,PA_00285,COCS,True,Stockable Product,0.0,0.0,00285_20161111,Sweet Coconut (24ct) __ Produce of Thailand
286,PA_00286,CP,True,Stockable Product,0.0,nan,00286_20161111,Persian Cucumber (22lb) ____ Produce of U.S.A
287,PA_00287,CRI,True,Stockable Product,0.0,0.0,00287_20161111,Crimini Mushroom (10lb) __ Produce of U.S.A
288,PA_00288,CUC,True,Stockable Product,0.0,0.0,00288_20161111,Cucumber (40lb) __ Produce of U.S.A
289,PA_00289,Curry Leaf,True,Stockable Product,0.0,0.0,00289_20161111,Curry Leaf (10lb) Produce of U.S.A
290,PA_00290,Cuties,False,Stockable Product,0.0,0.0,00290_20161111,Cuties(3lb*10pk) case ___
291,PA_00291,Dap Ca,True,Stockable Product,0.0,0.0,00291_20161111,Dap Ca (60pc) Produce of U.S.A
292,PA_00292,Dates,True,Stockable Product,0.0,0.0,00292_20161111,Dates(11lb)
293,PA_00293,DC,True,Stockable Product,0.0,nan,00293_20161111,Chinese Lobok (40lb) ____ Produce of U.S.A.
294,PA_00294,DG,True,Stockable Product,0.0,nan,00294_20161111,Green Lobok (40lb) ___ Produce of U.S.A.
295,PA_00295,DJ,True,Stockable Product,0.0,nan,00295_20161111,Japanese Diakon (40lb) ____ Produce of U.S.A.
296,PA_00296,DK,True,Stockable Product,0.0,nan,00296_20161111,Korean Lobok (40lb) ____ Produce of U.S.A.
297,PA_00297,Donut Peach,False,Stockable Product,0.0,0.0,00297_20161111,Donut Peach (40ct) __ Produce of  U.S.A.
298,PA_00298,Dragon Fruit,True,Stockable Product,0.0,nan,00298_20161111,Dragon Fruit (lb) ___ Produce of U.S.A******VIET NAN
299,PA_00299,Dragon Fruit(RED),True,Stockable Product,0.0,0.0,00299_20161111,Dragon Fruit(RED MEAT) Produce Of U.S.A_____
300,PA_00300,Durian,True,Stockable Product,0.0,0.0,00300_20161111,Durian _________(lb) __ Produce of Thailand
301,PA_00301,EC,True,Stockable Product,0.0,0.0,00301_20161111,Chinese Eggplant (30lb) ___ Produce of U.S.A
302,PA_00302,Egg Tofu,True,Stockable Product,0.0,0.0,00302_20161111,Egg Tofu(CASE) ____
303,PA_00303,Eggplant Japanese,False,Stockable Product,0.0,0.0,00303_20161111,Eggplant Japanese (30lb) ___ Produce of U.S.A.
304,PA_00304,Eggplsnt Italian,False,Stockable Product,0.0,0.0,00304_20161111,Eggplant Itilian (30LB) ____ Produce of U.S.A.
305,PA_00305,EI,True,Stockable Product,0.0,0.0,00305_20161111,Indian Eggplant (30lb) ___ Produce of U.S.A.
306,PA_00306,ENO100,True,Stockable Product,0.0,nan,00306_20161111,Enoki Mushroom (100gx50pk) ___ Produce of Korea
307,PA_00307,ENO150,True,Stockable Product,0.0,nan,00307_20161111,Enoki Mushroom (150gx34pk) ___ Produce of Korea
308,PA_00308,ENO200,True,Stockable Product,0.0,nan,00308_20161111,Enoki Mushroom (200gx25pk) ___ Produce of Korea
309,PA_00309,EP,True,Stockable Product,0.0,0.0,00309_20161111,Eggplant Philippine (30lb) ____ Produce of U.S.A.
310,PA_00310,ET,True,Stockable Product,0.0,0.0,00310_20161111,Eggplant Thai (30lb) ___ Produce of U.S.A
311,PA_00311,Frozen Durian,True,Stockable Product,0.0,0.0,00311_20161111,Frozen Durian (31lbs) ____
312,PA_00312,Fuyu Persimmon,True,Stockable Product,0.0,nan,00312_20161111,Fuyu Persimmon  (40lb) LOOSE  __ Produce of U.S.A.
313,PA_00313,GAL,True,Stockable Product,0.0,nan,00313_20161111,Galanga (30lb) __ Produce of Thailand
314,PA_00314,GAR5,True,Stockable Product,0.0,nan,00314_20161111,Garlic 5pc (30lb) __ Produce of China
315,PA_00315,GARL,False,Stockable Product,0.0,nan,00315_20161111,Loose Garlic (30lb)  ____ Produce of China
316,PA_00316,Garlic Steen,False,Stockable Product,0.0,nan,00316_20161111,Garlic Stem (20lb) __ Produce of U.S.A.
317,PA_00317,Garlic(TAIWAN),False,Stockable Product,0.0,0.0,00317_20161111,Garlic Taiwan (30lb) ____ Produce of Taiwan
318,PA_00318,GARP20,True,Stockable Product,0.0,nan,00318_20161111,Peeled Garlic 4x5 (20lb) ____ Produce of China
319,PA_00319,GARP30,True,Stockable Product,0.0,nan,00319_20161111,Peeled Garlic 6x5 (30lb) ____ Produce of China
320,PA_00320,Gaya Melon,False,Stockable Product,0.0,0.0,00320_20161111,Gaya Melon (10lb) _____ Produce of U.S.A
321,PA_00321,GB,True,Stockable Product,0.0,nan,00321_20161111,Green Bean (30lb) ___ Produce of U.S.A.
322,PA_00322,GCB,True,Stockable Product,0.0,0.0,00322_20161111,Big Gai Choy (30-35lb) ___ Produce of U.S.A.
323,PA_00323,GCS,True,Stockable Product,0.0,nan,00323_20161111,Small Gai Choy (25lb)  ___ Produce of U.S.A.
324,PA_00324,GG,True,Stockable Product,0.0,nan,00324_20161111,Ginger (30lb) __ Produce of China
325,PA_00325,GINL,True,Stockable Product,0.0,0.0,00325_20161111,Ginkgo Fresh Loose (22lb) ____ Produce of China
326,PA_00326,GINP,True,Stockable Product,0.0,nan,00326_20161111,Ginkgo Nut (100gx100pk) __ Produce of China
327,PA_00327,GL,True,Stockable Product,0.0,nan,00327_20161111,Gai Lan (25-30lb) __ Produce of U.S.A.***
328,PA_00328,GLJ,True,Stockable Product,0.0,nan,00328_20161111,Gai Lan Tip (20lb) ___ Produce of U.S.A.
329,PA_00329,GO,True,Stockable Product,0.0,nan,00329_20161111,Green Onion M/L (48ct) __ Produce of U.S.A.
330,PA_00330,GOB,True,Stockable Product,0.0,nan,00330_20161111,Golden Gobo (22lb) ____ Produce of Taiwan
331,PA_00331,GOI,True,Stockable Product,0.0,0.0,00331_20161111,Green Onion Iceless (24ctx2) __ Produce of U.S.A.
332,PA_00332,Golden Kiwi,True,Stockable Product,0.0,nan,00332_20161111,Golden Kiwi (case) _____ Produce of U.S.A.
333,PA_00333,Golden Melon,False,Stockable Product,0.0,0.0,00333_20161111,Golden Melon(35lb)
334,PA_00334,GP,True,Stockable Product,0.0,0.0,00334_20161111,Green Papaya (35lb) ___ Produce of U.S.A.
335,PA_00335,Grape-CHAMPAGNE,False,Stockable Product,0.0,0.0,00335_20161111,Grape-CHAMPAGNE(16PK)____
336,PA_00336,Grape-Peony,True,Stockable Product,0.0,nan,00336_20161111,Grape-Peony (6pk x 3lb) __ Produce of U.S.A.
337,PA_00337,Grape Korean,False,Stockable Product,0.0,0.0,00337_20161111,Grape Korean  (4lb x 4pk) Produce of U.S.A
338,PA_00338,Grapefruit,True,Stockable Product,0.0,0.0,00338_20161111,Grapefruit (case) Produce of U.S.A
339,PA_00339,Grapes-Red,True,Stockable Product,0.0,nan,00339_20161111,Grapes -Red (16*1LB/CASE) ___ Produce of U.S.A
340,PA_00340,Grapes Yellow,False,Stockable Product,0.0,0.0,00340_20161111,Grapes Yellow(16*11lbs)___
341,PA_00341,Green Chard,False,Stockable Product,0.0,0.0,00341_20161111,Green Chard (case)___
342,PA_00342,Green Collard,False,Stockable Product,0.0,0.0,00342_20161111,Green Collard (2doz)
343,PA_00343,Green Mango,True,Stockable Product,0.0,nan,00343_20161111,Green Mango (40LB) ___ Produce of U.S.A.
344,PA_00344,HAB,True,Stockable Product,0.0,0.0,00344_20161111,Habanero Pepper (10lb) _____ Produce of Mexico
345,PA_00345,HACHIAYA(BIN),True,Stockable Product,0.0,0.0,00345_20161111,Hachiya (BIN) ____ Produce of U.S.A.
346,PA_00346,Hachiya,True,Stockable Product,0.0,nan,00346_20161111,Hachiya (40lb) ____ Produce of U.S.A.
347,PA_00347,Hachiya.,True,Stockable Product,0.0,0.0,00347_20161111,Hachiya (25lb) Produce of U.S.A.
348,PA_00348,HAN,True,Stockable Product,0.0,nan,00348_20161111,Hanalogo (11lb) __ Produce of China
349,PA_00349,Hawaii Basil,False,Stockable Product,0.0,nan,00349_20161111,Hawaii Basil (14lb) ______ Produce of U.S.A.
350,PA_00350,Honey Dew,True,Stockable Product,0.0,nan,00350_20161111,Honey Dew (6's)  ___ Produce of U.S.A.
351,PA_00351,Honey Peach,False,Stockable Product,0.0,0.0,00351_20161111,Honey Peach(24lbs)
352,PA_00352,Hung Gay,True,Stockable Product,0.0,0.0,00352_20161111,Hung Gay (60ct)  Produce of U.S.A.
353,PA_00353,JAL,True,Stockable Product,0.0,nan,00353_20161111,Jalapeno (35-40lb) _____ Produce of U.S.A.
354,PA_00354,Janpanese Chill,True,Stockable Product,0.0,0.0,00354_20161111,Janpanese Chill (23lb) ____ Produce of Mexico
355,PA_00355,Japanese Peach,False,Stockable Product,0.0,0.0,00355_20161111,Japanese Peach (16-18ct)  ___
356,PA_00356,JF,True,Stockable Product,0.0,nan,00356_20161111,Jack Fruit (cs) __________Lbs. Produce of Mexico
357,PA_00357,JIC,True,Stockable Product,0.0,0.0,00357_20161111,Jicama (40lb) __ Produce of U.S.A.
358,PA_00358,Jujube,True,Stockable Product,0.0,nan,00358_20161111,Jujube (35lb) __ Produce of U.S.A.
359,PA_00359,Jujube(LONG),False,Stockable Product,0.0,0.0,00359_20161111,Jujube(LONG) 25LBS ___
360,PA_00360,Jumbo Bok Choy,True,Stockable Product,0.0,nan,00360_20161111,Jumbo Bok Choy (20lb) __ Produce of U.S.A.
361,PA_00361,K Gioi,True,Stockable Product,0.0,0.0,00361_20161111,K Gioi (60ct) Produce of U.S.A.
362,PA_00362,KAB,True,Stockable Product,0.0,0.0,00362_20161111,Kabocha (10-14ct) (35lb) ____ Produce of U.S.A.
363,PA_00363,KAL,True,Stockable Product,0.0,0.0,00363_20161111,Kale (24ct) ___ Produce of U.S.A
364,PA_00364,Kiaware (Diakon Sprouts),True,Stockable Product,0.0,nan,00364_20161111,Kiaware (Daikon Sprout) Produce of U.S.A.
365,PA_00365,KO,True,Stockable Product,0.0,nan,00365_20161111,King Oyster (11lb) ___ Produce of China
366,PA_00366,KOH,True,Stockable Product,0.0,nan,00366_20161111,Kohlrabi (40lb) ___ Produce of U.S.A.
367,PA_00367,KOK,True,Stockable Product,0.0,0.0,00367_20161111,King Oyster (300gx15pk) ___ Produce of Korea
368,PA_00368,KOO,True,Stockable Product,0.0,0.0,00368_20161111,King Oyster Organic (270gx10pk) _____ Produce of U.S.A
369,PA_00369,Korean Golden Pear (GIFT),True,Stockable Product,14.0,13.0,00369_20161111,Korean Golden Pear (gift box) _____ Produce of Korea************YELLOW
370,PA_00370,Korean Pear GOLDEN,True,Stockable Product,0.0,0.0,00370_20161111,Korean Pear Golden _____ Produce of Korea
371,PA_00371,Korean Singo Pear  (GIFT),True,Stockable Product,0.0,nan,00371_20161111,Korean Singo Pear (gift box) _____ Produce of Korea************BROWN
372,PA_00372,LB,True,Stockable Product,0.0,nan,00372_20161111,Long Bean (30lb) ___ Produce of U.S.A.
373,PA_00373,LBW,True,Stockable Product,0.0,nan,00373_20161111,White Long Bean (30lb) ___ Produce of U.S.A
374,PA_00374,LEEK,True,Stockable Product,0.0,nan,00374_20161111,Leek (12ct) __ Produce of U.S.A.
375,PA_00375,LEM,True,Stockable Product,0.0,0.0,00375_20161111,Lemon (115-140-165ct) __ Produce of U.S.A.
376,PA_00376,LETC,True,Stockable Product,0.0,nan,00376_20161111,Lettuce Wrap (24ct) ____ Produce of U.S.A.
377,PA_00377,LETL,False,Stockable Product,0.0,nan,00377_20161111,Lettuce Liner (24ct) __ Produce of U.S.A.
378,PA_00378,LETR,True,Stockable Product,0.0,nan,00378_20161111,Romain Lettuce (24ct) ____ Produce of U.S.A.
379,PA_00379,LG,True,Stockable Product,0.0,nan,00379_20161111,Green Leaf (24ct) ____ Produce of U.S.A.
380,PA_00380,LGS,True,Stockable Product,0.0,0.0,00380_20161111,Lemon Grass (40lb) __ Produce of U.S.A
381,PA_00381,LIL,True,Stockable Product,0.0,nan,00381_20161111,Lily Bulb (22lb) __ Produce of China
382,PA_00382,LIM,True,Stockable Product,0.0,0.0,00382_20161111,Lime (175ct) ___ Produce of U.S.A.
383,PA_00383,LNP,True,Stockable Product,0.0,0.0,00383_20161111,Long Napa (40lb) ___ Produce of U.S.A.
384,PA_00384,Long An (FL),False,Stockable Product,0.0,0.0,00384_20161111,Long An 10lb(FL)
385,PA_00385,Long An (Viet Nan),True,Stockable Product,0.0,nan,00385_20161111, Long An (11lb)  __
386,PA_00386,Long An China,False,Stockable Product,0.0,nan,00386_20161111,Long An China (14lb) __ Produce of China
387,PA_00387,LOT,True,Stockable Product,0.0,nan,00387_20161111,Lotus Root (44lb) __ Produce of China
388,PA_00388,LR,True,Stockable Product,0.0,nan,00388_20161111,Red Leaf (24ct)  ____ Produce of U.S.A.
389,PA_00389,LS,True,Stockable Product,0.0,nan,00389_20161111,Lotus Root Slice (450gx22pk) ____ Produce of China
390,PA_00390,Lychee China,False,Stockable Product,0.0,nan,00390_20161111,Lychee China (13lb) __ Produce of China
391,PA_00391,Lychee Taiwan,False,Stockable Product,0.0,nan,00391_20161111,Lychee Taiwan (13lb)  ____ Produce of Taiwan
392,PA_00392,MAI,True,Stockable Product,0.0,nan,00392_20161111,Maitaki Organic (100gx24pk) ____ Produce of U.S.A.
393,PA_00393,Mango,True,Stockable Product,0.0,nan,00393_20161111,Mango (4-6CT) KENT __ Produce of Mexico
394,PA_00394,Mango Steen,True,Stockable Product,0.0,0.0,00394_20161111,Mango Steen 15lb __ Produce of Thailand
395,PA_00395,Mango(ATAULFO),True,Stockable Product,0.0,0.0,00395_20161111,Mango(ATAULFO) ___
396,PA_00396,Manilia Mango,False,Stockable Product,0.0,0.0,00396_20161111,Manilia Mango (12-14-16-18-20  CT) _____ Produce of Mexico
397,PA_00397,MeloGold,False,Stockable Product,0.0,0.0,00397_20161111,Melod Gold (bin) ____ Produce of U.S.A.
398,PA_00398,Mexico Squash,False,Stockable Product,0.0,0.0,00398_20161111,Mexico Squash(__)
399,PA_00399,MG,True,Stockable Product,0.0,0.0,00399_20161111,Moa Gua (40lb) __ Produce of U.S.A.
400,PA_00400,MH,True,Stockable Product,0.0,nan,00400_20161111,Hami Melon (5CT) ___ Produce of U.S.A.
401,PA_00401,Minari,False,Stockable Product,0.0,0.0,00401_20161111,Minari(30CT)
402,PA_00402,Mini Watermelon,False,Stockable Product,0.0,nan,00402_20161111,Mini Watermelon (6-8-10-12ct) ____ Produce of U.S.A.
403,PA_00403,Minneola Tangelos,False,Stockable Product,0.0,0.0,00403_20161111,Minneola Tangelos (cs)
404,PA_00404,Minneola Tangelos (BIN),False,Stockable Product,350.0,175.0,00404_20161111,Minneola Tangelos (BIN)
405,PA_00405,Mint,True,Stockable Product,0.0,0.0,00405_20161111,Mint (60ct) __ Produce of U.S.A.******GBP only
406,PA_00406,MK,True,Stockable Product,0.0,nan,00406_20161111,Korean Melon (10lb) ____ Produce of U.S.A
407,PA_00407,MON,True,Stockable Product,0.0,0.0,00407_20161111,Montoi (25lb) ___ Produce of U.S.A.
408,PA_00408,MP,True,Stockable Product,0.0,0.0,00408_20161111,Moap (30lb) __ Produce of U.S.A.
409,PA_00409,NAG,True,Stockable Product,0.0,0.0,00409_20161111,Nagaimo (22lb) __ Produce of Japan
410,PA_00410,Name,True,Stockable Product,0.0,0.0,00410_20161111,Name(40lbs) Produce of U.S.A.
411,PA_00411,NF,True,Stockable Product,0.0,0.0,00411_20161111,Nira Flower (10lb) ___ Produce of U.S.A
412,PA_00412,NG25,True,Stockable Product,0.0,nan,00412_20161111,Nira Green (25lb) __ Produce of U.S.A***black box  (bally)
413,PA_00413,NG30,True,Stockable Product,0.0,0.0,00413_20161111,Nira Green (30lb) __ Produce of U.S.A***Local
414,PA_00414,Ngo gai,True,Stockable Product,0.0,0.0,00414_20161111,Ngo Gai (14lb)
415,PA_00415,Ngo Om,True,Stockable Product,0.0,0.0,00415_20161111,Ngo Om (12lb)
416,PA_00416,NP,True,Stockable Product,0.0,nan,00416_20161111,Napa (50lb) __ Produce of U.S.A.
417,PA_00417,NP70,True,Stockable Product,0.0,0.0,00417_20161111,Napa WGA (65-70lb) __ Produce of U.S.A
418,PA_00418,NY15,True,Stockable Product,0.0,nan,00418_20161111,Nira Yellow (15lb) __ Produce of U.S.A
419,PA_00419,NY20,True,Stockable Product,0.0,nan,00419_20161111,Nira Yellow (20lb) __ Produce of U.S.A***
420,PA_00420,Okra,True,Stockable Product,0.0,0.0,00420_20161111,Okra (20lb) __ Produce of U.S.A
421,PA_00421,ON,True,Stockable Product,0.0,nan,00421_20161111,Onion Jumbo (50lb) __ Produce of U.S.A
422,PA_00422,ONR,True,Stockable Product,0.0,0.0,00422_20161111,Onion Red (25lb) ___ Produce of U.S.A
423,PA_00423,ONW,True,Stockable Product,0.0,0.0,00423_20161111,Onion White (50lb) ___ Produce of U.S.A
424,PA_00424,OPO,True,Stockable Product,0.0,14.0,00424_20161111,Opo (40lb) __ Produce of U.S.A
425,PA_00425,ORA,True,Stockable Product,0.0,nan,00425_20161111,Orange (48-56-64-72-80-88ct) __ Produce of U.S.A
426,PA_00426,ORAB,False,Stockable Product,0.0,0.0,00426_20161111,Orange (bin) __ Produce of U.S.A
427,PA_00427,ORAG,False,Stockable Product,0.0,0.0,00427_20161111,Orange Gift Box (22ct) __ Produce of U.S.A
428,PA_00428,Orange TX,False,Stockable Product,0.0,0.0,00428_20161111,Orange TX (40lb) ___ Produce of U.S.A
429,PA_00429,ORO,False,Stockable Product,0.0,0.0,00429_20161111,Oroblanco (22lb) ___ Produce of U.S.A
430,PA_00430,OROB,False,Stockable Product,0.0,nan,00430_20161111,Oroblanco (Bin aprox. 600lb) ___ Produce of U.S.A
431,PA_00431,OY10,True,Stockable Product,0.0,0.0,00431_20161111,Oyster Mushroom (10lb) ___ Produce of China
432,PA_00432,OY5,True,Stockable Product,0.0,nan,00432_20161111,Oyster Mushroom (5lb) ___ Produce of CHINA
433,PA_00433,OYK,True,Stockable Product,0.0,0.0,00433_20161111,Oyster (case) 300g*10pk Produce of Korea.
434,PA_00434,OYP,True,Stockable Product,0.0,0.0,00434_20161111,Oyster (case) 8oz*16pk Product of U.S.A
435,PA_00435,PARC,True,Stockable Product,0.0,0.0,00435_20161111,Parsley Curly (60ct) ____ Produce of U.S.A
436,PA_00436,PARI,True,Stockable Product,0.0,0.0,00436_20161111,Parsley Italian (60ct) ____ Produce of U.S.A
437,PA_00437,PEA,True,Stockable Product,0.0,nan,00437_20161111,Peanuts Raw (50lb) ___ Produce of U.S.A
438,PA_00438,PEAF,True,Stockable Product,0.0,0.0,00438_20161111,Peanut Fresh (35lb) ____ Produce of U.S.A
439,PA_00439,PER,True,Stockable Product,0.0,0.0,00439_20161111,Permelo (6-10ct) ___ Produce of U.S.A
440,PA_00440,PERB,False,Stockable Product,0.0,nan,00440_20161111,Permelo (bin) ___ Produce of U.S.A
441,PA_00441,Persimmon(BIN),True,Stockable Product,0.0,0.0,00441_20161111,Persimmon(BIN)
442,PA_00442,Persimon,True,Stockable Product,0.0,0.0,00442_20161111,Persimon Tray Pack (17-18-20-22-24-26ct) __ Produce of U.S.A
443,PA_00443,Persimon (LOOSE),True,Stockable Product,0.0,0.0,00443_20161111,Persimon Loose (40lb) __ Produce of U.S.A
444,PA_00444,Persimon(BIN),False,Stockable Product,0.0,0.0,00444_20161111,Persimon (bin)
445,PA_00445,Persimon(LOOSE),True,Stockable Product,0.0,0.0,00445_20161111,Persimon Loose (25lb) Produce of U.S.A
446,PA_00446,PF,True,Stockable Product,0.0,0.0,00446_20161111,Fragrant Pear (16lb) __ Produce of China
447,PA_00447,PH,True,Stockable Product,0.0,nan,00447_20161111,Hawaii Papaya (7~9ct)  _____   Produce of U.S.A.
448,PA_00448,PIC,True,Stockable Product,0.0,nan,00448_20161111,Pickle (40lb) ___ Produce of U.S.A
449,PA_00449,Pineapples,True,Stockable Product,0.0,nan,00449_20161111,Pineapples (6-8-10ct) __ Produce of U.S.A
450,PA_00450,PKS,True,Stockable Product,0.0,0.0,00450_20161111,Korean Pear Singo (8-12ct) _____ Produce of Korea
451,PA_00451,PNG,False,Stockable Product,0.0,0.0,00451_20161111,Nan Shui Pear Gift Box (9ct) ___ Produce of China
452,PA_00452,PNP,False,Stockable Product,0.0,0.0,00452_20161111,Nan Shui Pear (2pcX12pk) ___ Produce of China
453,PA_00453,Poach Bamboo,False,Stockable Product,0.0,0.0,00453_20161111,Poach Bamboo
454,PA_00454,Pomogranate,True,Stockable Product,0.0,nan,00454_20161111,Pomogranate case ___
455,PA_00455,POR,True,Stockable Product,0.0,0.0,00455_20161111,Portabella Mushroom (5lb) _____ Produce of U.S.A
456,PA_00456,POT,True,Stockable Product,0.0,0.0,00456_20161111,Potato (50lb) ___ Produce of U.S.A
457,PA_00457,Potato(RUSSET),True,Stockable Product,0.0,0.0,00457_20161111,Potato(RUSSET) 50LBS __(___)
458,PA_00458,POTR,True,Stockable Product,0.0,0.0,00458_20161111,Potato Red (40lb) ____ Produce of U.S.A
459,PA_00459,POTW,True,Stockable Product,0.0,0.0,00459_20161111,Potato White (40lb) ____ Produce of U.S.A
460,PA_00460,PR,False,Stockable Product,0.0,0.0,00460_20161111,Royal Papaya (12lb) __
461,PA_00461,PS,True,Stockable Product,0.0,nan,00461_20161111,Pea Sprout (8ozx24pk) _____ Produce of U.S.A
462,PA_00462,PSY,True,Stockable Product,0.0,19.0,00462_20161111,Sand Pear (22lb) ___ Produce of China
